Z^2;;;p-value;;;
0;;;> 0.50;;;
2,278248091;0,1312;;0,131;;;
2,279430562;0,1311;;0,131;;;
2,280614039;0,131;;0,131;;;
2,281798525;0,1309;;0,131;;;
2,28298402;0,1308;;0,131;;;
2,284170527;0,1307;;0,131;;;
2,285358047;0,1306;;0,131;;;
2,286546582;0,1305;;0,131;;;
2,287736132;0,1304;;0,130;;;
2,2889267;0,1303;;0,130;;;
2,290118287;0,1302;;0,130;;;
2,291310896;0,1301;;0,130;;;
2,292504526;0,13;;0,130;;;
2,293699181;0,1299;;0,130;;;
2,294894861;0,1298;;0,130;;;
2,296091568;0,1297;;0,130;;;
2,297289304;0,1296;;0,130;;;
2,298488071;0,1295;;0,130;;;
2,299687869;0,1294;;0,129;;;
2,300888701;0,1293;;0,129;;;
2,302090569;0,1292;;0,129;;;
2,303293473;0,1291;;0,129;;;
2,304497416;0,129;;0,129;;;
2,305702399;0,1289;;0,129;;;
2,306908423;0,1288;;0,129;;;
2,308115491;0,1287;;0,129;;;
2,309323604;0,1286;;0,129;;;
2,310532764;0,1285;;0,129;;;
2,311742972;0,1284;;0,128;;;
2,31295423;0,1283;;0,128;;;
2,31416654;0,1282;;0,128;;;
2,315379903;0,1281;;0,128;;;
2,316594321;0,128;;0,128;;;
2,317809796;0,1279;;0,128;;;
2,319026329;0,1278;;0,128;;;
2,320243922;0,1277;;0,128;;;
2,321462576;0,1276;;0,128;;;
2,322682294;0,1275;;0,128;;;
2,323903077;0,1274;;0,127;;;
2,325124927;0,1273;;0,127;;;
2,326347845;0,1272;;0,127;;;
2,327571833;0,1271;;0,127;;;
2,328796894;0,127;;0,127;;;
2,330023027;0,1269;;0,127;;;
2,331250236;0,1268;;0,127;;;
2,332478522;0,1267;;0,127;;;
2,333707887;0,1266;;0,127;;;
2,334938332;0,1265;;0,127;;;
2,336169859;0,1264;;0,126;;;
2,33740247;0,1263;;0,126;;;
2,338636167;0,1262;;0,126;;;
2,339870951;0,1261;;0,126;;;
2,341106824;0,126;;0,126;;;
2,342343788;0,1259;;0,126;;;
2,343581845;0,1258;;0,126;;;
2,344820996;0,1257;;0,126;;;
2,346061243;0,1256;;0,126;;;
2,347302588;0,1255;;0,126;;;
2,348545033;0,1254;;0,125;;;
2,349788579;0,1253;;0,125;;;
2,351033229;0,1252;;0,125;;;
2,352278983;0,1251;;0,125;;;
2,353525845;0,125;;0,125;;;
2,354773814;0,1249;;0,125;;;
2,356022895;0,1248;;0,125;;;
2,357273087;0,1247;;0,125;;;
2,358524394;0,1246;;0,125;;;
2,359776816;0,1245;;0,125;;;
2,361030356;0,1244;;0,124;;;
2,362285015;0,1243;;0,124;;;
2,363540796;0,1242;;0,124;;;
2,3647977;0,1241;;0,124;;;
2,366055728;0,124;;0,124;;;
2,367314884;0,1239;;0,124;;;
2,368575168;0,1238;;0,124;;;
2,369836583;0,1237;;0,124;;;
2,371099129;0,1236;;0,124;;;
2,372362811;0,1235;;0,124;;;
2,373627628;0,1234;;0,123;;;
2,374893583;0,1233;;0,123;;;
2,376160677;0,1232;;0,123;;;
2,377428914;0,1231;;0,123;;;
2,378698293;0,123;;0,123;;;
2,379968819;0,1229;;0,123;;;
2,381240491;0,1228;;0,123;;;
2,382513313;0,1227;;0,123;;;
2,383787286;0,1226;;0,123;;;
2,385062411;0,1225;;0,123;;;
2,386338692;0,1224;;0,122;;;
2,387616129;0,1223;;0,122;;;
2,388894726;0,1222;;0,122;;;
2,390174482;0,1221;;0,122;;;
2,391455402;0,122;;0,122;;;
2,392737485;0,1219;;0,122;;;
2,394020736;0,1218;;0,122;;;
2,395305154;0,1217;;0,122;;;
2,396590743;0,1216;;0,122;;;
2,397877504;0,1215;;0,122;;;
2,399165439;0,1214;;0,121;;;
2,400454551;0,1213;;0,121;;;
2,40174484;0,1212;;0,121;;;
2,40303631;0,1211;;0,121;;;
2,404328962;0,121;;0,121;;;
2,405622797;0,1209;;0,121;;;
2,406917819;0,1208;;0,121;;;
2,408214029;0,1207;;0,121;;;
2,409511429;0,1206;;0,121;;;
2,410810021;0,1205;;0,121;;;
2,412109807;0,1204;;0,120;;;
2,413410788;0,1203;;0,120;;;
2,414712968;0,1202;;0,120;;;
2,416016348;0,1201;;0,120;;;
2,41732093;0,12;;0,120;;;
2,418626717;0,1199;;0,120;;;
2,419933709;0,1198;;0,120;;;
2,421241909;0,1197;;0,120;;;
2,42255132;0,1196;;0,120;;;
2,423861943;0,1195;;0,120;;;
2,42517378;0,1194;;0,119;;;
2,426486834;0,1193;;0,119;;;
2,427801106;0,1192;;0,119;;;
2,429116599;0,1191;;0,119;;;
2,430433314;0,119;;0,119;;;
2,431751254;0,1189;;0,119;;;
2,433070421;0,1188;;0,119;;;
2,434390816;0,1187;;0,119;;;
2,435712443;0,1186;;0,119;;;
2,437035302;0,1185;;0,119;;;
2,438359397;0,1184;;0,118;;;
2,439684729;0,1183;;0,118;;;
2,441011301;0,1182;;0,118;;;
2,442339113;0,1181;;0,118;;;
2,44366817;0,118;;0,118;;;
2,444998472;0,1179;;0,118;;;
2,446330023;0,1178;;0,118;;;
2,447662823;0,1177;;0,118;;;
2,448996876;0,1176;;0,118;;;
2,450332183;0,1175;;0,118;;;
2,451668746;0,1174;;0,117;;;
2,453006568;0,1173;;0,117;;;
2,454345652;0,1172;;0,117;;;
2,455685998;0,1171;;0,117;;;
2,457027609;0,117;;0,117;;;
2,458370488;0,1169;;0,117;;;
2,459714636;0,1168;;0,117;;;
2,461060057;0,1167;;0,117;;;
2,462406751;0,1166;;0,117;;;
2,463754722;0,1165;;0,117;;;
2,465103971;0,1164;;0,116;;;
2,466454501;0,1163;;0,116;;;
2,467806313;0,1162;;0,116;;;
2,469159411;0,1161;;0,116;;;
2,470513796;0,116;;0,116;;;
2,471869471;0,1159;;0,116;;;
2,473226438;0,1158;;0,116;;;
2,474584699;0,1157;;0,116;;;
2,475944257;0,1156;;0,116;;;
2,477305113;0,1155;;0,116;;;
2,47866727;0,1154;;0,115;;;
2,480030731;0,1153;;0,115;;;
2,481395497;0,1152;;0,115;;;
2,48276157;0,1151;;0,115;;;
2,484128954;0,115;;0,115;;;
2,485497651;0,1149;;0,115;;;
2,486867662;0,1148;;0,115;;;
2,488238991;0,1147;;0,115;;;
2,489611638;0,1146;;0,115;;;
2,490985608;0,1145;;0,115;;;
2,492360902;0,1144;;0,114;;;
2,493737522;0,1143;;0,114;;;
2,49511547;0,1142;;0,114;;;
2,49649475;0,1141;;0,114;;;
2,497875364;0,114;;0,114;;;
2,499257313;0,1139;;0,114;;;
2,500640601;0,1138;;0,114;;;
2,502025229;0,1137;;0,114;;;
2,503411201;0,1136;;0,114;;;
2,504798517;0,1135;;0,114;;;
2,506187182;0,1134;;0,113;;;
2,507577197;0,1133;;0,113;;;
2,508968564;0,1132;;0,113;;;
2,510361287;0,1131;;0,113;;;
2,511755367;0,113;;0,113;;;
2,513150807;0,1129;;0,113;;;
2,514547609;0,1128;;0,113;;;
2,515945776;0,1127;;0,113;;;
2,517345311;0,1126;;0,113;;;
2,518746215;0,1125;;0,113;;;
2,520148491;0,1124;;0,112;;;
2,521552142;0,1123;;0,112;;;
2,52295717;0,1122;;0,112;;;
2,524363578;0,1121;;0,112;;;
2,525771368;0,112;;0,112;;;
2,527180542;0,1119;;0,112;;;
2,528591104;0,1118;;0,112;;;
2,530003055;0,1117;;0,112;;;
2,531416399;0,1116;;0,112;;;
2,532831137;0,1115;;0,112;;;
2,534247272;0,1114;;0,111;;;
2,535664807;0,1113;;0,111;;;
2,537083745;0,1112;;0,111;;;
2,538504087;0,1111;;0,111;;;
2,539925837;0,111;;0,111;;;
2,541348997;0,1109;;0,111;;;
2,542773569;0,1108;;0,111;;;
2,544199557;0,1107;;0,111;;;
2,545626962;0,1106;;0,111;;;
2,547055788;0,1105;;0,111;;;
2,548486036;0,1104;;0,110;;;
2,54991771;0,1103;;0,110;;;
2,551350813;0,1102;;0,110;;;
2,552785346;0,1101;;0,110;;;
2,554221312;0,11;;0,110;;;
2,555658715;0,1099;;0,110;;;
2,557097556;0,1098;;0,110;;;
2,558537839;0,1097;;0,110;;;
2,559979566;0,1096;;0,110;;;
2,56142274;0,1095;;0,110;;;
2,562867362;0,1094;;0,109;;;
2,564313437;0,1093;;0,109;;;
2,565760967;0,1092;;0,109;;;
2,567209954;0,1091;;0,109;;;
2,568660402;0,109;;0,109;;;
2,570112312;0,1089;;0,109;;;
2,571565688;0,1088;;0,109;;;
2,573020532;0,1087;;0,109;;;
2,574476847;0,1086;;0,109;;;
2,575934637;0,1085;;0,109;;;
2,577393902;0,1084;;0,108;;;
2,578854647;0,1083;;0,108;;;
2,580316874;0,1082;;0,108;;;
2,581780586;0,1081;;0,108;;;
2,583245786;0,108;;0,108;;;
2,584712476;0,1079;;0,108;;;
2,586180659;0,1078;;0,108;;;
2,587650339;0,1077;;0,108;;;
2,589121517;0,1076;;0,108;;;
2,590594197;0,1075;;0,108;;;
2,592068381;0,1074;;0,107;;;
2,593544073;0,1073;;0,107;;;
2,595021275;0,1072;;0,107;;;
2,59649999;0,1071;;0,107;;;
2,597980221;0,107;;0,107;;;
2,599461971;0,1069;;0,107;;;
2,600945242;0,1068;;0,107;;;
2,602430038;0,1067;;0,107;;;
2,603916362;0,1066;;0,107;;;
2,605404215;0,1065;;0,107;;;
2,606893602;0,1064;;0,106;;;
2,608384526;0,1063;;0,106;;;
2,609876988;0,1062;;0,106;;;
2,611370992;0,1061;;0,106;;;
2,612866542;0,106;;0,106;;;
2,614363639;0,1059;;0,106;;;
2,615862287;0,1058;;0,106;;;
2,617362489;0,1057;;0,106;;;
2,618864248;0,1056;;0,106;;;
2,620367567;0,1055;;0,106;;;
2,621872449;0,1054;;0,105;;;
2,623378896;0,1053;;0,105;;;
2,624886913;0,1052;;0,105;;;
2,626396501;0,1051;;0,105;;;
2,627907664;0,105;;0,105;;;
2,629420405;0,1049;;0,105;;;
2,630934727;0,1048;;0,105;;;
2,632450633;0,1047;;0,105;;;
2,633968126;0,1046;;0,105;;;
2,63548721;0,1045;;0,105;;;
2,637007886;0,1044;;0,104;;;
2,63853016;0,1043;;0,104;;;
2,640054032;0,1042;;0,104;;;
2,641579507;0,1041;;0,104;;;
2,643106588;0,104;;0,104;;;
2,644635278;0,1039;;0,104;;;
2,646165579;0,1038;;0,104;;;
2,647697496;0,1037;;0,104;;;
2,649231031;0,1036;;0,104;;;
2,650766187;0,1035;;0,104;;;
2,652302968;0,1034;;0,103;;;
2,653841377;0,1033;;0,103;;;
2,655381417;0,1032;;0,103;;;
2,65692309;0,1031;;0,103;;;
2,658466402;0,103;;0,103;;;
2,660011354;0,1029;;0,103;;;
2,66155795;0,1028;;0,103;;;
2,663106192;0,1027;;0,103;;;
2,664656086;0,1026;;0,103;;;
2,666207632;0,1025;;0,103;;;
2,667760836;0,1024;;0,102;;;
2,6693157;0,1023;;0,102;;;
2,670872227;0,1022;;0,102;;;
2,672430421;0,1021;;0,102;;;
2,673990285;0,102;;0,102;;;
2,675551822;0,1019;;0,102;;;
2,677115036;0,1018;;0,102;;;
2,67867993;0,1017;;0,102;;;
2,680246508;0,1016;;0,102;;;
2,681814772;0,1015;;0,102;;;
2,683384726;0,1014;;0,101;;;
2,684956374;0,1013;;0,101;;;
2,686529718;0,1012;;0,101;;;
2,688104763;0,1011;;0,101;;;
2,689681511;0,101;;0,101;;;
2,691259967;0,1009;;0,101;;;
2,692840133;0,1008;;0,101;;;
2,694422013;0,1007;;0,101;;;
2,69600561;0,1006;;0,101;;;
2,697590928;0,1005;;0,101;;;
2,699177971;0,1004;;0,100;;;
2,700766741;0,1003;;0,100;;;
2,702357243;0,1002;;0,100;;;
2,703949479;0,1001;;0,100;;;
2,705543454;0,1;;0,100;;;
2,70713917;0,0999;;0,100;;;
2,708736632;0,0998;;0,100;;;
2,710335843;0,0997;;0,100;;;
2,711936806;0,0996;;0,100;;;
2,713539526;0,0995;;0,100;;;
2,715144004;0,0994;;0,099;;;
2,716750246;0,0993;;0,099;;;
2,718358255;0,0992;;0,099;;;
2,719968034;0,0991;;0,099;;;
2,721579588;0,099;;0,099;;;
2,723192919;0,0989;;0,099;;;
2,724808031;0,0988;;0,099;;;
2,726424928;0,0987;;0,099;;;
2,728043613;0,0986;;0,099;;;
2,729664091;0,0985;;0,099;;;
2,731286365;0,0984;;0,098;;;
2,732910439;0,0983;;0,098;;;
2,734536316;0,0982;;0,098;;;
2,736164;0,0981;;0,098;;;
2,737793495;0,098;;0,098;;;
2,739424804;0,0979;;0,098;;;
2,741057932;0,0978;;0,098;;;
2,742692882;0,0977;;0,098;;;
2,744329658;0,0976;;0,098;;;
2,745968263;0,0975;;0,098;;;
2,747608702;0,0974;;0,097;;;
2,749250978;0,0973;;0,097;;;
2,750895096;0,0972;;0,097;;;
2,752541058;0,0971;;0,097;;;
2,754188869;0,097;;0,097;;;
2,755838532;0,0969;;0,097;;;
2,757490053;0,0968;;0,097;;;
2,759143433;0,0967;;0,097;;;
2,760798678;0,0966;;0,097;;;
2,762455791;0,0965;;0,097;;;
2,764114777;0,0964;;0,096;;;
2,765775638;0,0963;;0,096;;;
2,767438379;0,0962;;0,096;;;
2,769103005;0,0961;;0,096;;;
2,770769518;0,096;;0,096;;;
2,772437924;0,0959;;0,096;;;
2,774108225;0,0958;;0,096;;;
2,775780426;0,0957;;0,096;;;
2,777454531;0,0956;;0,096;;;
2,779130545;0,0955;;0,096;;;
2,78080847;0,0954;;0,095;;;
2,782488311;0,0953;;0,095;;;
2,784170073;0,0952;;0,095;;;
2,785853759;0,0951;;0,095;;;
2,787539373;0,095;;0,095;;;
2,78922692;0,0949;;0,095;;;
2,790916404;0,0948;;0,095;;;
2,792607828;0,0947;;0,095;;;
2,794301197;0,0946;;0,095;;;
2,795996515;0,0945;;0,095;;;
2,797693787;0,0944;;0,094;;;
2,799393016;0,0943;;0,094;;;
2,801094206;0,0942;;0,094;;;
2,802797363;0,0941;;0,094;;;
2,80450249;0,094;;0,094;;;
2,806209591;0,0939;;0,094;;;
2,80791867;0,0938;;0,094;;;
2,809629733;0,0937;;0,094;;;
2,811342782;0,0936;;0,094;;;
2,813057824;0,0935;;0,094;;;
2,814774861;0,0934;;0,093;;;
2,816493898;0,0933;;0,093;;;
2,818214939;0,0932;;0,093;;;
2,81993799;0,0931;;0,093;;;
2,821663054;0,093;;0,093;;;
2,823390135;0,0929;;0,093;;;
2,825119238;0,0928;;0,093;;;
2,826850368;0,0927;;0,093;;;
2,828583528;0,0926;;0,093;;;
2,830318724;0,0925;;0,093;;;
2,83205596;0,0924;;0,092;;;
2,83379524;0,0923;;0,092;;;
2,835536568;0,0922;;0,092;;;
2,83727995;0,0921;;0,092;;;
2,83902539;0,092;;0,092;;;
2,840772891;0,0919;;0,092;;;
2,84252246;0,0918;;0,092;;;
2,8442741;0,0917;;0,092;;;
2,846027816;0,0916;;0,092;;;
2,847783612;0,0915;;0,092;;;
2,849541494;0,0914;;0,091;;;
2,851301465;0,0913;;0,091;;;
2,853063531;0,0912;;0,091;;;
2,854827695;0,0911;;0,091;;;
2,856593964;0,091;;0,091;;;
2,858362341;0,0909;;0,091;;;
2,860132831;0,0908;;0,091;;;
2,861905439;0,0907;;0,091;;;
2,863680169;0,0906;;0,091;;;
2,865457027;0,0905;;0,091;;;
2,867236017;0,0904;;0,090;;;
2,869017144;0,0903;;0,090;;;
2,870800412;0,0902;;0,090;;;
2,872585827;0,0901;;0,090;;;
2,874373393;0,09;;0,090;;;
2,876163118;0,0899;;0,090;;;
2,877955002;0,0898;;0,090;;;
2,879749051;0,0897;;0,090;;;
2,881545271;0,0896;;0,090;;;
2,883343666;0,0895;;0,090;;;
2,885144243;0,0894;;0,089;;;
2,886947004;0,0893;;0,089;;;
2,888751957;0,0892;;0,089;;;
2,890559105;0,0891;;0,089;;;
2,892368453;0,089;;0,089;;;
2,894180006;0,0889;;0,089;;;
2,895993771;0,0888;;0,089;;;
2,897809751;0,0887;;0,089;;;
2,899627951;0,0886;;0,089;;;
2,901448377;0,0885;;0,089;;;
2,903271034;0,0884;;0,088;;;
2,905095927;0,0883;;0,088;;;
2,906923061;0,0882;;0,088;;;
2,908752441;0,0881;;0,088;;;
2,910584072;0,088;;0,088;;;
2,91241796;0,0879;;0,088;;;
2,91425411;0,0878;;0,088;;;
2,916092526;0,0877;;0,088;;;
2,917933215;0,0876;;0,088;;;
2,919776181;0,0875;;0,088;;;
2,92162143;0,0874;;0,087;;;
2,923468967;0,0873;;0,087;;;
2,925318798;0,0872;;0,087;;;
2,927170927;0,0871;;0,087;;;
2,92902536;0,087;;0,087;;;
2,930882102;0,0869;;0,087;;;
2,932741159;0,0868;;0,087;;;
2,934602536;0,0867;;0,087;;;
2,936466239;0,0866;;0,087;;;
2,938332273;0,0865;;0,087;;;
2,940200644;0,0864;;0,086;;;
2,942071356;0,0863;;0,086;;;
2,943944416;0,0862;;0,086;;;
2,945819829;0,0861;;0,086;;;
2,9476976;0,086;;0,086;;;
2,949577736;0,0859;;0,086;;;
2,951460241;0,0858;;0,086;;;
2,953345121;0,0857;;0,086;;;
2,955232382;0,0856;;0,086;;;
2,95712203;0,0855;;0,086;;;
2,95901407;0,0854;;0,085;;;
2,960908508;0,0853;;0,085;;;
2,962805349;0,0852;;0,085;;;
2,9647046;0,0851;;0,085;;;
2,966606265;0,085;;0,085;;;
2,968510352;0,0849;;0,085;;;
2,970416864;0,0848;;0,085;;;
2,97232581;0,0847;;0,085;;;
2,974237193;0,0846;;0,085;;;
2,97615102;0,0845;;0,085;;;
2,978067297;0,0844;;0,084;;;
2,97998603;0,0843;;0,084;;;
2,981907225;0,0842;;0,084;;;
2,983830887;0,0841;;0,084;;;
2,985757022;0,084;;0,084;;;
2,987685637;0,0839;;0,084;;;
2,989616738;0,0838;;0,084;;;
2,99155033;0,0837;;0,084;;;
2,993486419;0,0836;;0,084;;;
2,995425012;0,0835;;0,084;;;
2,997366115;0,0834;;0,083;;;
2,999309733;0,0833;;0,083;;;
3,001255874;0,0832;;0,083;;;
3,003204542;0,0831;;0,083;;;
3,005155744;0,083;;0,083;;;
3,007109487;0,0829;;0,083;;;
3,009065776;0,0828;;0,083;;;
3,011024618;0,0827;;0,083;;;
3,012986019;0,0826;;0,083;;;
3,014949986;0,0825;;0,083;;;
3,016916524;0,0824;;0,082;;;
3,01888564;0,0823;;0,082;;;
3,02085734;0,0822;;0,082;;;
3,022831631;0,0821;;0,082;;;
3,024808519;0,082;;0,082;;;
3,02678801;0,0819;;0,082;;;
3,028770112;0,0818;;0,082;;;
3,030754829;0,0817;;0,082;;;
3,03274217;0,0816;;0,082;;;
3,03473214;0,0815;;0,082;;;
3,036724746;0,0814;;0,081;;;
3,038719994;0,0813;;0,081;;;
3,040717892;0,0812;;0,081;;;
3,042718445;0,0811;;0,081;;;
3,04472166;0,081;;0,081;;;
3,046727545;0,0809;;0,081;;;
3,048736105;0,0808;;0,081;;;
3,050747347;0,0807;;0,081;;;
3,052761279;0,0806;;0,081;;;
3,054777906;0,0805;;0,081;;;
3,056797236;0,0804;;0,080;;;
3,058819276;0,0803;;0,080;;;
3,060844032;0,0802;;0,080;;;
3,062871511;0,0801;;0,080;;;
3,06490172;0,08;;0,080;;;
3,066934666;0,0799;;0,080;;;
3,068970356;0,0798;;0,080;;;
3,071008797;0,0797;;0,080;;;
3,073049996;0,0796;;0,080;;;
3,075093959;0,0795;;0,080;;;
3,077140695;0,0794;;0,079;;;
3,079190209;0,0793;;0,079;;;
3,08124251;0,0792;;0,079;;;
3,083297604;0,0791;;0,079;;;
3,085355498;0,079;;0,079;;;
3,0874162;0,0789;;0,079;;;
3,089479717;0,0788;;0,079;;;
3,091546056;0,0787;;0,079;;;
3,093615224;0,0786;;0,079;;;
3,095687228;0,0785;;0,079;;;
3,097762077;0,0784;;0,078;;;
3,099839777;0,0783;;0,078;;;
3,101920335;0,0782;;0,078;;;
3,10400376;0,0781;;0,078;;;
3,106090058;0,078;;0,078;;;
3,108179237;0,0779;;0,078;;;
3,110271304;0,0778;;0,078;;;
3,112366268;0,0777;;0,078;;;
3,114464135;0,0776;;0,078;;;
3,116564913;0,0775;;0,078;;;
3,118668609;0,0774;;0,077;;;
3,120775233;0,0773;;0,077;;;
3,12288479;0,0772;;0,077;;;
3,124997289;0,0771;;0,077;;;
3,127112737;0,077;;0,077;;;
3,129231143;0,0769;;0,077;;;
3,131352513;0,0768;;0,077;;;
3,133476857;0,0767;;0,077;;;
3,135604181;0,0766;;0,077;;;
3,137734493;0,0765;;0,077;;;
3,139867803;0,0764;;0,076;;;
3,142004116;0,0763;;0,076;;;
3,144143442;0,0762;;0,076;;;
3,146285789;0,0761;;0,076;;;
3,148431164;0,076;;0,076;;;
3,150579575;0,0759;;0,076;;;
3,152731031;0,0758;;0,076;;;
3,15488554;0,0757;;0,076;;;
3,15704311;0,0756;;0,076;;;
3,159203749;0,0755;;0,076;;;
3,161367466;0,0754;;0,075;;;
3,163534268;0,0753;;0,075;;;
3,165704164;0,0752;;0,075;;;
3,167877163;0,0751;;0,075;;;
3,170053272;0,075;;0,075;;;
3,1722325;0,0749;;0,075;;;
3,174414856;0,0748;;0,075;;;
3,176600348;0,0747;;0,075;;;
3,178788984;0,0746;;0,075;;;
3,180980774;0,0745;;0,075;;;
3,183175725;0,0744;;0,074;;;
3,185373846;0,0743;;0,074;;;
3,187575146;0,0742;;0,074;;;
3,189779634;0,0741;;0,074;;;
3,191987318;0,074;;0,074;;;
3,194198207;0,0739;;0,074;;;
3,19641231;0,0738;;0,074;;;
3,198629635;0,0737;;0,074;;;
3,200850192;0,0736;;0,074;;;
3,203073989;0,0735;;0,074;;;
3,205301036;0,0734;;0,073;;;
3,207531341;0,0733;;0,073;;;
3,209764914;0,0732;;0,073;;;
3,212001762;0,0731;;0,073;;;
3,214241896;0,073;;0,073;;;
3,216485325;0,0729;;0,073;;;
3,218732058;0,0728;;0,073;;;
3,220982103;0,0727;;0,073;;;
3,22323547;0,0726;;0,073;;;
3,225492169;0,0725;;0,073;;;
3,227752209;0,0724;;0,072;;;
3,230015599;0,0723;;0,072;;;
3,232282348;0,0722;;0,072;;;
3,234552466;0,0721;;0,072;;;
3,236825962;0,072;;0,072;;;
3,239102847;0,0719;;0,072;;;
3,241383128;0,0718;;0,072;;;
3,243666817;0,0717;;0,072;;;
3,245953922;0,0716;;0,072;;;
3,248244454;0,0715;;0,072;;;
3,250538422;0,0714;;0,071;;;
3,252835835;0,0713;;0,071;;;
3,255136704;0,0712;;0,071;;;
3,257441038;0,0711;;0,071;;;
3,259748848;0,071;;0,071;;;
3,262060143;0,0709;;0,071;;;
3,264374933;0,0708;;0,071;;;
3,266693228;0,0707;;0,071;;;
3,269015038;0,0706;;0,071;;;
3,271340374;0,0705;;0,071;;;
3,273669245;0,0704;;0,070;;;
3,276001661;0,0703;;0,070;;;
3,278337633;0,0702;;0,070;;;
3,280677172;0,0701;;0,070;;;
3,283020287;0,07;;0,070;;;
3,285366988;0,0699;;0,070;;;
3,287717287;0,0698;;0,070;;;
3,290071193;0,0697;;0,070;;;
3,292428717;0,0696;;0,070;;;
3,29478987;0,0695;;0,070;;;
3,297154662;0,0694;;0,069;;;
3,299523104;0,0693;;0,069;;;
3,301895206;0,0692;;0,069;;;
3,304270979;0,0691;;0,069;;;
3,306650435;0,069;;0,069;;;
3,309033583;0,0689;;0,069;;;
3,311420435;0,0688;;0,069;;;
3,313811001;0,0687;;0,069;;;
3,316205292;0,0686;;0,069;;;
3,318603321;0,0685;;0,069;;;
3,321005096;0,0684;;0,068;;;
3,323410631;0,0683;;0,068;;;
3,325819935;0,0682;;0,068;;;
3,32823302;0,0681;;0,068;;;
3,330649897;0,068;;0,068;;;
3,333070578;0,0679;;0,068;;;
3,335495074;0,0678;;0,068;;;
3,337923396;0,0677;;0,068;;;
3,340355555;0,0676;;0,068;;;
3,342791564;0,0675;;0,068;;;
3,345231434;0,0674;;0,067;;;
3,347675176;0,0673;;0,067;;;
3,350122802;0,0672;;0,067;;;
3,352574324;0,0671;;0,067;;;
3,355029754;0,067;;0,067;;;
3,357489102;0,0669;;0,067;;;
3,359952382;0,0668;;0,067;;;
3,362419605;0,0667;;0,067;;;
3,364890784;0,0666;;0,067;;;
3,367365929;0,0665;;0,067;;;
3,369845053;0,0664;;0,066;;;
3,372328169;0,0663;;0,066;;;
3,374815289;0,0662;;0,066;;;
3,377306424;0,0661;;0,066;;;
3,379801588;0,066;;0,066;;;
3,382300791;0,0659;;0,066;;;
3,384804048;0,0658;;0,066;;;
3,387311371;0,0657;;0,066;;;
3,389822771;0,0656;;0,066;;;
3,392338261;0,0655;;0,066;;;
3,394857855;0,0654;;0,065;;;
3,397381565;0,0653;;0,065;;;
3,399909403;0,0652;;0,065;;;
3,402441383;0,0651;;0,065;;;
3,404977517;0,065;;0,065;;;
3,407517819;0,0649;;0,065;;;
3,410062301;0,0648;;0,065;;;
3,412610976;0,0647;;0,065;;;
3,415163858;0,0646;;0,065;;;
3,417720959;0,0645;;0,065;;;
3,420282294;0,0644;;0,064;;;
3,422847875;0,0643;;0,064;;;
3,425417715;0,0642;;0,064;;;
3,427991829;0,0641;;0,064;;;
3,430570229;0,064;;0,064;;;
3,43315293;0,0639;;0,064;;;
3,435739944;0,0638;;0,064;;;
3,438331286;0,0637;;0,064;;;
3,440926969;0,0636;;0,064;;;
3,443527007;0,0635;;0,064;;;
3,446131414;0,0634;;0,063;;;
3,448740204;0,0633;;0,063;;;
3,451353391;0,0632;;0,063;;;
3,45397099;0,0631;;0,063;;;
3,456593013;0,063;;0,063;;;
3,459219476;0,0629;;0,063;;;
3,461850393;0,0628;;0,063;;;
3,464485778;0,0627;;0,063;;;
3,467125645;0,0626;;0,063;;;
3,46977001;0,0625;;0,063;;;
3,472418886;0,0624;;0,062;;;
3,475072289;0,0623;;0,062;;;
3,477730232;0,0622;;0,062;;;
3,480392732;0,0621;;0,062;;;
3,483059802;0,062;;0,062;;;
3,485731458;0,0619;;0,062;;;
3,488407714;0,0618;;0,062;;;
3,491088586;0,0617;;0,062;;;
3,493774089;0,0616;;0,062;;;
3,496464238;0,0615;;0,062;;;
3,499159049;0,0614;;0,061;;;
3,501858536;0,0613;;0,061;;;
3,504562716;0,0612;;0,061;;;
3,507271603;0,0611;;0,061;;;
3,509985214;0,061;;0,061;;;
3,512703563;0,0609;;0,061;;;
3,515426668;0,0608;;0,061;;;
3,518154543;0,0607;;0,061;;;
3,520887205;0,0606;;0,061;;;
3,52362467;0,0605;;0,061;;;
3,526366953;0,0604;;0,060;;;
3,529114071;0,0603;;0,060;;;
3,53186604;0,0602;;0,060;;;
3,534622876;0,0601;;0,060;;;
3,537384596;0,06;;0,060;;;
3,540151217;0,0599;;0,060;;;
3,542922754;0,0598;;0,060;;;
3,545699225;0,0597;;0,060;;;
3,548480647;0,0596;;0,060;;;
3,551267035;0,0595;;0,060;;;
3,554058407;0,0594;;0,059;;;
3,556854781;0,0593;;0,059;;;
3,559656172;0,0592;;0,059;;;
3,562462599;0,0591;;0,059;;;
3,565274078;0,059;;0,059;;;
3,568090627;0,0589;;0,059;;;
3,570912263;0,0588;;0,059;;;
3,573739004;0,0587;;0,059;;;
3,576570868;0,0586;;0,059;;;
3,579407872;0,0585;;0,059;;;
3,582250033;0,0584;;0,058;;;
3,585097371;0,0583;;0,058;;;
3,587949902;0,0582;;0,058;;;
3,590807646;0,0581;;0,058;;;
3,593670619;0,058;;0,058;;;
3,596538841;0,0579;;0,058;;;
3,599412329;0,0578;;0,058;;;
3,602291102;0,0577;;0,058;;;
3,60517518;0,0576;;0,058;;;
3,608064579;0,0575;;0,058;;;
3,61095932;0,0574;;0,057;;;
